URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,SUBJECTIVITY SCORE,AVG SENTENCE LENGTH,COMPLEX WORD COUNT,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,COMPLEX WORD COUNT,WORD COUNT,SYLLABLE PER WORD,PERSONAL PRONOUNS,AVG WORD LENGTH
bctech2125,https://insights.blackcoffer.com/azure-data-lake-and-power-bi-dashboard/,6.0,2.0,0.4999999375000079,0.06249999951171876,17.333333333333332,41,26.282051282051285,17.446153846153845,15.6,41,108,387,0,6.576923076923077
bctech2126,https://insights.blackcoffer.com/google-data-studio-pipeline-with-gcp-mysql/,1.0,2.0,-0.33333322222225925,0.031578947036011086,39.333333333333336,21,17.796610169491526,22.851977401129943,29.5,21,77,223,1,5.228813559322034
bctech2127,https://insights.blackcoffer.com/quickbooks-dashboard-to-find-patterns-in-finance-sales-and-forecasts/,8.0,0.0,0.9999998750000157,0.03508771914435211,31.4,79,25.159235668789808,22.623694267515926,31.4,79,191,623,2,5.308917197452229
bctech2128,https://insights.blackcoffer.com/marketing-sales-and-financial-data-business-dashboard-wink-report/,1.0,0.0,0.9999990000010001,0.005464480844456389,19.923076923076923,56,21.62162162162162,16.61787941787942,18.5,56,159,495,3,5.343629343629344
bctech2129,https://insights.blackcoffer.com/react-native-apps-in-the-development-portfolio/,0.0,0.0,0.0,0.0,24.0,12,50.0,29.6,24.0,12,16,184,0,26.791666666666668
bctech2130,https://insights.blackcoffer.com/a-leading-firm-website-seo-optimization/,2.0,0.0,0.99999950000025,0.028169013687760373,14.6,27,36.986301369863014,20.634520547945208,12.166666666666666,27,57,175,0,6.438356164383562
bctech2131,https://insights.blackcoffer.com/a-leading-hospitality-firm-in-the-usa-website-seo-optimization/,5.0,0.0,0.99999980000004,0.06024096312962695,20.2,28,27.722772277227726,19.16910891089109,16.833333333333332,28,67,205,0,5.633663366336633
bctech2132,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-website-seo-optimization/,2.0,2.0,0.0,0.05714285632653063,60.0,17,28.333333333333332,35.333333333333336,30.0,17,54,132,0,6.4
bctech2133,https://insights.blackcoffer.com/a-leading-musical-instrumental-website-seo-optimization/,2.0,3.0,-0.199999960000008,0.07936507810531622,10.333333333333334,23,37.096774193548384,18.97204301075269,8.857142857142858,23,51,135,0,6.096774193548387
bctech2134,https://insights.blackcoffer.com/a-leading-firm-in-the-usa-seo-and-website-optimization/,2.0,1.0,0.33333322222225925,0.05454545355371903,10.8,20,37.03703703703704,19.134814814814813,9.0,20,44,122,0,6.462962962962963
bctech2135,https://insights.blackcoffer.com/immigration-datawarehouse-ai-based-recommendations/,8.0,0.0,0.9999998750000157,0.044198894783431524,22.076923076923077,64,22.299651567944252,17.750629857946933,20.5,64,173,531,6,5.024390243902439
bctech2136,https://insights.blackcoffer.com/lipsync-automation-for-celebrities-and-influencers/,1.0,0.0,0.9999990000010001,0.009900990000980298,24.166666666666668,26,17.93103448275862,16.839080459770116,20.714285714285715,26,95,314,4,6.103448275862069
bctech2137,https://insights.blackcoffer.com/key-audit-matters-predictive-modeling/,3.0,8.0,-0.4545454132231443,0.04182509489800344,31.23076923076923,92,22.660098522167488,21.556347101174687,29.0,92,245,795,2,5.014778325123153
bctech2138,https://insights.blackcoffer.com/splitting-of-songs-into-its-vocals-and-instrumental/,9.0,2.0,0.636363578512402,0.07857142801020409,25.375,37,18.226600985221676,17.44064039408867,20.3,37,128,384,0,5.0344827586206895
bctech2139,https://insights.blackcoffer.com/ai-and-ml-technologies-to-evaluate-learning-assessments/,12.0,2.0,0.7142856632653098,0.05957446783159801,20.941176470588236,87,24.43820224719101,18.1517514871117,19.77777777777778,87,200,743,12,5.382022471910112
bctech2140,https://insights.blackcoffer.com/datawarehouse-and-recommendations-engine-for-airbnb/,8.0,3.0,0.4545454132231443,0.06249999964488637,23.09090909090909,56,22.04724409448819,18.055261274158912,21.166666666666668,56,163,482,6,5.196850393700787
bctech2141,https://insights.blackcoffer.com/real-estate-data-warehouse/,4.0,0.0,0.9999997500000625,0.0202020200999898,22.846153846153847,66,22.22222222222222,18.027350427350427,21.214285714285715,66,184,585,1,5.353535353535354
bctech2142,https://insights.blackcoffer.com/traction-dashboards-of-marketing-campaigns-and-posts/,3.0,1.0,0.49999987500003124,0.02127659563150747,23.416666666666668,51,18.14946619217082,16.626453143535,23.416666666666668,51,171,560,4,5.526690391459074
bctech2143,https://insights.blackcoffer.com/google-local-service-ads-lsa-data-warehouse/,2.0,0.0,0.99999950000025,0.0199999998,22.166666666666668,32,24.06015037593985,18.490726817042606,19.0,32,95,275,0,5.2406015037593985
bctech2144,https://insights.blackcoffer.com/google-local-service-ads-missed-calls-and-messages-automation-tool/,2.0,1.0,0.33333322222225925,0.030927834732702737,43.0,27,20.930232558139537,25.572093023255817,32.25,27,92,249,0,5.1937984496124034
bctech2145,https://insights.blackcoffer.com/marketing-ads-leads-call-status-data-tool-to-bigquery/,3.0,0.0,0.9999996666667778,0.03296703260475788,22.8,31,27.192982456140353,19.99719298245614,19.0,31,82,259,0,5.605263157894737
bctech2146,https://insights.blackcoffer.com/marketing-analytics-to-automate-leads-call-status-and-reporting/,3.0,0.0,0.9999996666667778,0.03191489327750113,24.2,26,21.487603305785125,18.27504132231405,20.166666666666668,26,88,260,0,5.347107438016529
bctech2147,https://insights.blackcoffer.com/callrail-analytics-leads-report-alert/,2.0,0.0,0.99999950000025,0.020833333116319446,21.5,28,21.705426356589147,17.282170542635658,18.428571428571427,28,89,277,0,5.310077519379845
bctech2148,https://insights.blackcoffer.com/marketing-automation-tool-to-notify-lead-details-to-clients-over-email-and-phone/,1.0,0.0,0.9999990000010001,0.01351351333089847,31.666666666666668,23,24.210526315789473,22.350877192982455,23.75,23,66,190,0,5.157894736842105
bctech2149,https://insights.blackcoffer.com/data-etl-local-service-ads-leads-to-bigquery/,2.0,0.0,0.99999950000025,0.026666666311111118,23.25,25,26.881720430107524,20.05268817204301,18.6,25,69,209,0,5.537634408602151
bctech2150,https://insights.blackcoffer.com/marbles-stimulation-using-python/,4.0,2.0,0.33333327777778704,0.036809815725093155,23.11111111111111,31,14.903846153846153,15.205982905982905,23.11111111111111,31,130,323,1,4.677884615384615
bctech2151,https://insights.blackcoffer.com/stocktwits-data-structurization/,14.0,10.0,0.1666666597222225,0.03692307686627219,18.659574468085108,165,18.814139110604334,14.989485431475778,18.270833333333332,165,590,1627,2,5.348916761687572
bctech2152,https://insights.blackcoffer.com/sentimental-analysis-on-shareholder-letter-of-companies/,9.0,7.0,0.12499999218750048,0.04312668451987416,26.88235294117647,142,31.072210065645518,23.181825202728795,19.869565217391305,142,317,917,1,5.463894967177243
bctech2153,https://insights.blackcoffer.com/population-and-community-survey-of-america/,13.0,9.0,0.18181817355371938,0.034645669236778476,25.78787878787879,210,24.676850763807284,20.18589182067443,25.029411764705884,210,588,1635,3,5.290246768507638
bctech2154,https://insights.blackcoffer.com/google-lsa-api-data-automation-and-dashboarding/,21.0,19.0,0.04999999875000003,0.04044489379125896,20.62121212121212,296,21.74871418074945,16.94797052078463,20.62121212121212,296,900,2732,5,5.235855988243938
bctech2155,https://insights.blackcoffer.com/healthcare-data-analysis/,6.0,7.0,-0.07692307100591762,0.08965517179548158,22.6,32,14.15929203539823,14.703716814159293,20.545454545454547,32,124,397,6,4.964601769911504
bctech2156,https://insights.blackcoffer.com/budget-sales-kpi-dashboard-using-power-bi/,0.0,0.0,0.0,0.0,9.0,6,66.66666666666666,30.266666666666666,9.0,6,9,44,0,12.444444444444445
bctech2157,https://insights.blackcoffer.com/amazon-buy-bot-an-automation-ai-tool-to-auto-checkouts/,2.0,0.0,0.99999950000025,0.027777777391975313,17.666666666666668,20,18.867924528301888,14.613836477987423,15.142857142857142,20,66,203,1,4.952830188679245
